candidateId, stateId, hasChief, percentageStatePopulation,  wonState, percentageStateVotes, credibility, stubbornness, won, percentageVotes, changedBelief, sameBelief, nChiefs, percentageCandidatePopulation
candidate_0, Alaska, false, 25, true, 44, 81, 14, true, 52, unknown, false, 3, 55,
candidate_0, California, true, 19, true, 71, 81, 14, true, 52, false, false, 3, 55,
candidate_0, Florida, true, 16, true, 66, 81, 14, true, 52, true, false, 3, 55,
candidate_0, Hawaii, false, 19, true, 42, 81, 14, true, 52, unknown, false, 3, 55,
candidate_0, Kansas, true, 19, false, 42, 81, 14, true, 52, false, false, 3, 55,
candidate_1, Alaska, true, 25, false, 44, 86, 97, false, 52, true, false, 2, 44,
candidate_1, California, false, 19, false, 28, 86, 97, false, 52, unknown, false, 2, 44,
candidate_1, Florida, false, 16, false, 33, 86, 97, false, 52, unknown, true, 2, 44,
candidate_1, Hawaii, true, 19, false, 42, 86, 97, false, 52, false, false, 2, 44,
candidate_1, Kansas, false, 19, false, 14, 86, 97, false, 52, unknown, true, 2, 44,
candidate_0, Alaska, true, 20, true, 42, 92, 74, true, 40, false, true, 3, 51,
candidate_0, California, true, 14, false, 40, 92, 74, true, 40, true, false, 3, 51,
candidate_0, Florida, false, 25, false, 22, 92, 74, true, 40, unknown, false, 3, 51,
candidate_0, Hawaii, true, 17, true, 66, 92, 74, true, 40, true, false, 3, 51,
candidate_0, Kansas, false, 22, false, 37, 92, 74, true, 40, unknown, true, 3, 51,
candidate_1, Alaska, false, 20, false, 28, 64, 62, false, 40, unknown, false, 2, 48,
candidate_1, California, false, 14, false, 20, 64, 62, false, 40, unknown, true, 2, 48,
candidate_1, Florida, true, 25, false, 22, 64, 62, false, 40, true, true, 2, 48,
candidate_1, Hawaii, false, 17, false, 33, 64, 62, false, 40, unknown, false, 2, 48,
candidate_1, Kansas, true, 22, false, 25, 64, 62, false, 40, true, false, 2, 48,
candidate_0, Alaska, false, 18, false, 33, 84, 4, false, 45, unknown, true, 3, 63,
candidate_0, California, true, 15, false, 0, 84, 4, false, 45, true, true, 3, 63,
candidate_0, Florida, true, 18, true, 50, 84, 4, false, 45, true, false, 3, 63,
candidate_0, Hawaii, false, 18, true, 50, 84, 4, false, 45, unknown, true, 3, 63,
candidate_0, Kansas, true, 30, false, 40, 84, 4, false, 45, false, true, 3, 63,
candidate_1, Alaska, true, 18, true, 50, 72, 44, true, 45, true, false, 2, 36,
candidate_1, California, false, 15, true, 60, 72, 44, true, 45, unknown, false, 2, 36,
candidate_1, Florida, false, 18, false, 16, 72, 44, true, 45, unknown, false, 2, 36,
candidate_1, Hawaii, true, 18, false, 50, 72, 44, true, 45, false, false, 2, 36,
candidate_1, Kansas, false, 30, true, 50, 72, 44, true, 45, unknown, false, 2, 36,
candidate_0, Alaska, true, 27, true, 60, 82, 18, true, 44, false, true, 4, 75,
candidate_0, California, true, 13, false, 20, 82, 18, true, 44, true, true, 4, 75,
candidate_0, Florida, true, 13, true, 60, 82, 18, true, 44, false, false, 4, 75,
candidate_0, Hawaii, true, 19, true, 57, 82, 18, true, 44, false, false, 4, 75,
candidate_0, Kansas, false, 25, false, 22, 82, 18, true, 44, unknown, false, 4, 75,
candidate_1, Alaska, false, 27, false, 40, 85, 22, false, 44, unknown, false, 1, 25,
candidate_1, California, false, 13, true, 60, 85, 22, false, 44, unknown, false, 1, 25,
candidate_1, Florida, false, 13, false, 20, 85, 22, false, 44, unknown, false, 1, 25,
candidate_1, Hawaii, false, 19, false, 28, 85, 22, false, 44, unknown, false, 1, 25,
candidate_1, Kansas, true, 25, true, 66, 85, 22, false, 44, true, false, 1, 25,
candidate_0, Alaska, true, 14, false, 33, 93, 55, true, 60, true, false, 4, 75,
candidate_0, California, false, 24, true, 80, 93, 55, true, 60, unknown, false, 4, 75,
candidate_0, Florida, true, 24, true, 50, 93, 55, true, 60, true, false, 4, 75,
candidate_0, Hawaii, true, 12, true, 80, 93, 55, true, 60, true, false, 4, 75,
candidate_0, Kansas, true, 24, true, 60, 93, 55, true, 60, false, false, 4, 75,
candidate_1, Alaska, false, 14, true, 50, 93, 91, false, 60, unknown, false, 1, 24,
candidate_1, California, true, 24, false, 10, 93, 91, false, 60, false, false, 1, 24,
candidate_1, Florida, false, 24, false, 30, 93, 91, false, 60, unknown, false, 1, 24,
candidate_1, Hawaii, false, 12, false, 20, 93, 91, false, 60, unknown, true, 1, 24,
candidate_1, Kansas, false, 24, false, 30, 93, 91, false, 60, unknown, false, 1, 24,
candidate_0, Alaska, true, 21, false, 33, 90, 99, false, 47, false, false, 5, 100,
candidate_0, California, true, 16, false, 14, 90, 99, false, 47, false, false, 5, 100,
candidate_0, Florida, true, 14, false, 33, 90, 99, false, 47, true, true, 5, 100,
candidate_0, Hawaii, true, 23, true, 40, 90, 99, false, 47, false, true, 5, 100,
candidate_0, Kansas, true, 23, false, 10, 90, 99, false, 47, false, false, 5, 100,
candidate_1, Alaska, false, 21, false, 22, 84, 23, true, 47, unknown, false, 0, 0,
candidate_1, California, false, 16, false, 28, 84, 23, true, 47, unknown, true, 0, 0,
candidate_1, Florida, false, 14, true, 66, 84, 23, true, 47, unknown, false, 0, 0,
candidate_1, Hawaii, false, 23, false, 40, 84, 23, true, 47, unknown, false, 0, 0,
candidate_1, Kansas, false, 23, true, 80, 84, 23, true, 47, unknown, false, 0, 0,
candidate_0, Alaska, true, 15, true, 60, 83, 95, false, 59, true, true, 2, 37,
candidate_0, California, false, 31, true, 40, 83, 95, false, 59, unknown, false, 2, 37,
candidate_0, Florida, false, 15, false, 40, 83, 95, false, 59, unknown, true, 2, 37,
candidate_0, Hawaii, true, 21, false, 14, 83, 95, false, 59, false, false, 2, 37,
candidate_0, Kansas, false, 15, false, 20, 83, 95, false, 59, unknown, false, 2, 37,
candidate_1, Alaska, false, 15, false, 40, 80, 76, true, 59, unknown, false, 3, 62,
candidate_1, California, true, 31, false, 40, 80, 76, true, 59, true, true, 3, 62,
candidate_1, Florida, true, 15, true, 60, 80, 76, true, 59, true, false, 3, 62,
candidate_1, Hawaii, false, 21, true, 85, 80, 76, true, 59, unknown, true, 3, 62,
candidate_1, Kansas, true, 15, true, 80, 80, 76, true, 59, true, false, 3, 62,
candidate_0, Alaska, false, 26, true, 55, 97, 87, true, 50, unknown, false, 3, 55,
candidate_0, California, true, 17, false, 33, 97, 87, true, 50, false, false, 3, 55,
candidate_0, Florida, true, 17, true, 66, 97, 87, true, 50, true, false, 3, 55,
candidate_0, Hawaii, false, 17, true, 66, 97, 87, true, 50, unknown, false, 3, 55,
candidate_0, Kansas, true, 20, false, 28, 97, 87, true, 50, false, false, 3, 55,
candidate_1, Alaska, true, 26, false, 44, 70, 72, false, 50, true, false, 2, 44,
candidate_1, California, false, 17, false, 16, 70, 72, false, 50, unknown, false, 2, 44,
candidate_1, Florida, false, 17, false, 16, 70, 72, false, 50, unknown, false, 2, 44,
candidate_1, Hawaii, true, 17, false, 33, 70, 72, false, 50, true, false, 2, 44,
candidate_1, Kansas, false, 20, true, 57, 70, 72, false, 50, unknown, true, 2, 44,
candidate_0, Alaska, true, 23, false, 12, 78, 17, false, 41, true, false, 2, 38,
candidate_0, California, false, 23, true, 50, 78, 17, false, 41, unknown, false, 2, 38,
candidate_0, Florida, false, 23, false, 37, 78, 17, false, 41, unknown, false, 2, 38,
candidate_0, Hawaii, true, 14, true, 60, 78, 17, false, 41, false, true, 2, 38,
candidate_0, Kansas, false, 14, true, 40, 78, 17, false, 41, unknown, false, 2, 38,
candidate_1, Alaska, false, 23, true, 75, 89, 91, true, 41, unknown, false, 3, 61,
candidate_1, California, true, 23, false, 12, 89, 91, true, 41, false, false, 3, 61,
candidate_1, Florida, true, 23, true, 50, 89, 91, true, 41, false, false, 3, 61,
candidate_1, Hawaii, false, 14, false, 20, 89, 91, true, 41, unknown, false, 3, 61,
candidate_1, Kansas, true, 14, false, 40, 89, 91, true, 41, false, false, 3, 61,
candidate_0, Alaska, true, 15, true, 50, 86, 89, false, 50, false, false, 2, 37,
candidate_0, California, false, 25, false, 30, 86, 89, false, 50, unknown, true, 2, 37,
candidate_0, Florida, false, 15, true, 83, 86, 89, false, 50, unknown, true, 2, 37,
candidate_0, Hawaii, true, 22, false, 0, 86, 89, false, 50, false, false, 2, 37,
candidate_0, Kansas, false, 22, false, 11, 86, 89, false, 50, unknown, false, 2, 37,
candidate_1, Alaska, false, 15, false, 16, 86, 18, true, 50, unknown, false, 3, 62,
candidate_1, California, true, 25, true, 60, 86, 18, true, 50, true, false, 3, 62,
candidate_1, Florida, true, 15, false, 16, 86, 18, true, 50, false, false, 3, 62,
candidate_1, Hawaii, false, 22, true, 77, 86, 18, true, 50, unknown, false, 3, 62,
candidate_1, Kansas, true, 22, true, 55, 86, 18, true, 50, true, true, 3, 62,
candidate_0, Alaska, true, 13, false, 0, 87, 91, false, 41, false, false, 2, 27,
candidate_0, California, false, 19, false, 28, 87, 91, false, 41, unknown, true, 2, 27,
candidate_0, Florida, true, 13, false, 20, 87, 91, false, 41, false, false, 2, 27,
candidate_0, Hawaii, false, 25, true, 44, 87, 91, false, 41, unknown, false, 2, 27,
candidate_0, Kansas, false, 27, true, 50, 87, 91, false, 41, unknown, false, 2, 27,
candidate_1, Alaska, false, 13, true, 80, 88, 97, true, 41, unknown, false, 3, 72,
candidate_1, California, true, 19, true, 57, 88, 97, true, 41, false, false, 3, 72,
candidate_1, Florida, false, 13, true, 60, 88, 97, true, 41, unknown, true, 3, 72,
candidate_1, Hawaii, true, 25, false, 22, 88, 97, true, 41, false, false, 3, 72,
candidate_1, Kansas, true, 27, false, 20, 88, 97, true, 41, true, false, 3, 72,
candidate_0, Alaska, false, 25, false, 10, 69, 61, false, 58, unknown, false, 1, 15,
candidate_0, California, true, 15, false, 33, 69, 61, false, 58, true, false, 1, 15,
candidate_0, Florida, false, 12, false, 20, 69, 61, false, 58, unknown, false, 1, 15,
candidate_0, Hawaii, false, 20, false, 12, 69, 61, false, 58, unknown, false, 1, 15,
candidate_0, Kansas, false, 25, false, 10, 69, 61, false, 58, unknown, false, 1, 15,
candidate_1, Alaska, true, 25, true, 70, 82, 34, true, 58, false, false, 4, 84,
candidate_1, California, false, 15, true, 66, 82, 34, true, 58, unknown, true, 4, 84,
candidate_1, Florida, true, 12, true, 80, 82, 34, true, 58, false, false, 4, 84,
candidate_1, Hawaii, true, 20, false, 37, 82, 34, true, 58, true, true, 4, 84,
candidate_1, Kansas, true, 25, true, 50, 82, 34, true, 58, false, false, 4, 84,
candidate_0, Alaska, true, 24, false, 11, 95, 81, false, 64, false, false, 3, 62,
candidate_0, California, true, 21, false, 25, 95, 81, false, 64, false, false, 3, 62,
candidate_0, Florida, true, 16, false, 33, 95, 81, false, 64, false, false, 3, 62,
candidate_0, Hawaii, false, 16, true, 50, 95, 81, false, 64, unknown, false, 3, 62,
candidate_0, Kansas, false, 21, false, 37, 95, 81, false, 64, unknown, false, 3, 62,
candidate_1, Alaska, false, 24, true, 88, 96, 89, true, 64, unknown, true, 2, 37,
candidate_1, California, false, 21, true, 75, 96, 89, true, 64, unknown, true, 2, 37,
candidate_1, Florida, false, 16, false, 33, 96, 89, true, 64, unknown, false, 2, 37,
candidate_1, Hawaii, true, 16, false, 50, 96, 89, true, 64, false, false, 2, 37,
candidate_1, Kansas, true, 21, true, 62, 96, 89, true, 64, false, false, 2, 37,
candidate_0, Alaska, true, 12, false, 40, 69, 26, true, 37, false, false, 4, 75,
candidate_0, California, true, 25, false, 30, 69, 26, true, 37, true, false, 4, 75,
candidate_0, Florida, false, 25, true, 50, 69, 26, true, 37, unknown, false, 4, 75,
candidate_0, Hawaii, true, 22, false, 33, 69, 26, true, 37, true, false, 4, 75,
candidate_0, Kansas, true, 15, false, 33, 69, 26, true, 37, false, false, 4, 75,
candidate_1, Alaska, false, 12, false, 0, 94, 64, false, 37, unknown, false, 1, 25,
candidate_1, California, false, 25, false, 30, 94, 64, false, 37, unknown, false, 1, 25,
candidate_1, Florida, true, 25, false, 50, 94, 64, false, 37, true, false, 1, 25,
candidate_1, Hawaii, false, 22, true, 44, 94, 64, false, 37, unknown, false, 1, 25,
candidate_1, Kansas, false, 15, true, 50, 94, 64, false, 37, unknown, false, 1, 25,
candidate_0, Alaska, true, 22, true, 50, 86, 10, true, 55, true, false, 3, 59,
candidate_0, California, true, 18, true, 40, 86, 10, true, 55, true, false, 3, 59,
candidate_0, Florida, false, 22, true, 66, 86, 10, true, 55, unknown, false, 3, 59,
candidate_0, Hawaii, false, 18, true, 60, 86, 10, true, 55, unknown, false, 3, 59,
candidate_0, Kansas, true, 18, true, 60, 86, 10, true, 55, true, false, 3, 59,
candidate_1, Alaska, false, 22, false, 50, 86, 41, false, 55, unknown, true, 2, 40,
candidate_1, California, false, 18, false, 40, 86, 41, false, 55, unknown, true, 2, 40,
candidate_1, Florida, true, 22, false, 0, 86, 41, false, 55, false, false, 2, 40,
candidate_1, Hawaii, true, 18, false, 40, 86, 41, false, 55, false, false, 2, 40,
candidate_1, Kansas, false, 18, false, 0, 86, 41, false, 55, unknown, true, 2, 40,
candidate_0, Alaska, true, 30, false, 40, 68, 14, false, 45, false, false, 3, 69,
candidate_0, California, true, 15, false, 20, 68, 14, false, 45, true, true, 3, 69,
candidate_0, Florida, false, 15, false, 40, 68, 14, false, 45, unknown, false, 3, 69,
candidate_0, Hawaii, true, 24, true, 50, 68, 14, false, 45, false, false, 3, 69,
candidate_0, Kansas, false, 15, false, 20, 68, 14, false, 45, unknown, false, 3, 69,
candidate_1, Alaska, false, 30, true, 50, 90, 59, true, 45, unknown, false, 2, 30,
candidate_1, California, false, 15, true, 80, 90, 59, true, 45, unknown, false, 2, 30,
candidate_1, Florida, true, 15, true, 60, 90, 59, true, 45, false, false, 2, 30,
candidate_1, Hawaii, false, 24, false, 25, 90, 59, true, 45, unknown, false, 2, 30,
candidate_1, Kansas, true, 15, false, 20, 90, 59, true, 45, true, false, 2, 30,
candidate_0, Alaska, false, 17, false, 16, 73, 12, false, 37, unknown, false, 1, 20,
candidate_0, California, false, 20, true, 42, 73, 12, false, 37, unknown, false, 1, 20,
candidate_0, Florida, false, 28, false, 30, 73, 12, false, 37, unknown, false, 1, 20,
candidate_0, Hawaii, true, 20, false, 42, 73, 12, false, 37, true, true, 1, 20,
candidate_0, Kansas, false, 14, false, 20, 73, 12, false, 37, unknown, false, 1, 20,
candidate_1, Alaska, true, 17, true, 50, 63, 57, false, 37, false, false, 4, 80,
candidate_1, California, true, 20, false, 28, 63, 57, false, 37, false, true, 4, 80,
candidate_1, Florida, true, 28, false, 30, 63, 57, false, 37, true, false, 4, 80,
candidate_1, Hawaii, false, 20, false, 14, 63, 57, false, 37, unknown, false, 4, 80,
candidate_1, Kansas, true, 14, false, 40, 63, 57, false, 37, true, false, 4, 80,
candidate_0, Alaska, false, 23, false, 11, 97, 71, true, 47, unknown, false, 2, 36,
candidate_0, California, false, 21, true, 50, 97, 71, true, 47, unknown, false, 2, 36,
candidate_0, Florida, false, 18, true, 57, 97, 71, true, 47, unknown, false, 2, 36,
candidate_0, Hawaii, true, 13, true, 80, 97, 71, true, 47, true, true, 2, 36,
candidate_0, Kansas, true, 23, true, 55, 97, 71, true, 47, false, true, 2, 36,
candidate_1, Alaska, true, 23, true, 77, 93, 11, false, 47, false, false, 3, 63,
candidate_1, California, true, 21, false, 25, 93, 11, false, 47, false, false, 3, 63,
candidate_1, Florida, true, 18, false, 14, 93, 11, false, 47, false, false, 3, 63,
candidate_1, Hawaii, false, 13, false, 20, 93, 11, false, 47, unknown, true, 3, 63,
candidate_1, Kansas, false, 23, false, 22, 93, 11, false, 47, unknown, true, 3, 63,
candidate_0, Alaska, false, 26, false, 20, 88, 27, false, 39, unknown, false, 1, 23,
candidate_0, California, false, 13, true, 60, 88, 27, false, 39, unknown, false, 1, 23,
candidate_0, Florida, false, 18, false, 14, 88, 27, false, 39, unknown, false, 1, 23,
candidate_0, Hawaii, true, 23, false, 11, 88, 27, false, 39, false, false, 1, 23,
candidate_0, Kansas, false, 18, false, 28, 88, 27, false, 39, unknown, false, 1, 23,
candidate_1, Alaska, true, 26, false, 30, 65, 34, false, 39, true, false, 4, 76,
candidate_1, California, true, 13, false, 20, 65, 34, false, 39, false, false, 4, 76,
candidate_1, Florida, true, 18, true, 57, 65, 34, false, 39, false, true, 4, 76,
candidate_1, Hawaii, false, 23, false, 44, 65, 34, false, 39, unknown, true, 4, 76,
candidate_1, Kansas, true, 18, false, 28, 65, 34, false, 39, true, false, 4, 76,
candidate_0, Alaska, false, 24, true, 50, 95, 80, false, 48, unknown, false, 1, 19,
candidate_0, California, true, 19, false, 25, 95, 80, false, 48, true, false, 1, 19,
candidate_0, Florida, false, 24, true, 50, 95, 80, false, 48, unknown, false, 1, 19,
candidate_0, Hawaii, false, 17, false, 28, 95, 80, false, 48, unknown, false, 1, 19,
candidate_0, Kansas, false, 14, false, 33, 95, 80, false, 48, unknown, false, 1, 19,
candidate_1, Alaska, true, 24, false, 40, 96, 61, true, 48, true, false, 4, 80,
candidate_1, California, false, 19, true, 50, 96, 61, true, 48, unknown, false, 4, 80,
candidate_1, Florida, true, 24, false, 40, 96, 61, true, 48, false, false, 4, 80,
candidate_1, Hawaii, true, 17, true, 57, 96, 61, true, 48, false, false, 4, 80,
candidate_1, Kansas, true, 14, true, 66, 96, 61, true, 48, true, false, 4, 80,
candidate_0, Alaska, true, 13, false, 20, 70, 38, false, 60, false, false, 4, 81,
candidate_0, California, false, 18, false, 28, 70, 38, false, 60, unknown, false, 4, 81,
candidate_0, Florida, true, 15, false, 33, 70, 38, false, 60, true, false, 4, 81,
candidate_0, Hawaii, true, 26, false, 20, 70, 38, false, 60, true, false, 4, 81,
candidate_0, Kansas, true, 26, false, 40, 70, 38, false, 60, false, false, 4, 81,
candidate_1, Alaska, false, 13, true, 60, 89, 34, true, 60, unknown, true, 1, 18,
candidate_1, California, true, 18, true, 57, 89, 34, true, 60, false, false, 1, 18,
candidate_1, Florida, false, 15, true, 50, 89, 34, true, 60, unknown, false, 1, 18,
candidate_1, Hawaii, false, 26, true, 70, 89, 34, true, 60, unknown, false, 1, 18,
candidate_1, Kansas, false, 26, true, 60, 89, 34, true, 60, unknown, true, 1, 18,
candidate_0, Alaska, true, 18, true, 50, 69, 20, false, 36, false, false, 3, 51,
candidate_0, California, true, 15, true, 40, 69, 20, false, 36, false, false, 3, 51,
candidate_0, Florida, false, 21, false, 28, 69, 20, false, 36, unknown, true, 3, 51,
candidate_0, Hawaii, true, 18, false, 33, 69, 20, false, 36, true, false, 3, 51,
candidate_0, Kansas, false, 27, false, 11, 69, 20, false, 36, unknown, false, 3, 51,
candidate_1, Alaska, false, 18, false, 50, 70, 60, false, 36, unknown, true, 2, 48,
candidate_1, California, false, 15, false, 40, 70, 60, false, 36, unknown, false, 2, 48,
candidate_1, Florida, true, 21, false, 14, 70, 60, false, 36, true, false, 2, 48,
candidate_1, Hawaii, false, 18, true, 50, 70, 60, false, 36, unknown, true, 2, 48,
candidate_1, Kansas, true, 27, false, 22, 70, 60, false, 36, true, false, 2, 48,
candidate_0, Alaska, false, 28, false, 20, 84, 96, false, 40, unknown, false, 2, 37,
candidate_0, California, true, 22, false, 37, 84, 96, false, 40, false, false, 2, 37,
candidate_0, Florida, false, 14, false, 20, 84, 96, false, 40, unknown, true, 2, 37,
candidate_0, Hawaii, true, 14, false, 0, 84, 96, false, 40, false, false, 2, 37,
candidate_0, Kansas, false, 20, true, 42, 84, 96, false, 40, unknown, false, 2, 37,
candidate_1, Alaska, true, 28, true, 50, 99, 83, true, 40, true, false, 3, 62,
candidate_1, California, false, 22, false, 12, 99, 83, true, 40, unknown, false, 3, 62,
candidate_1, Florida, true, 14, false, 40, 99, 83, true, 40, false, true, 3, 62,
candidate_1, Hawaii, false, 14, true, 60, 99, 83, true, 40, unknown, false, 3, 62,
candidate_1, Kansas, true, 20, false, 42, 99, 83, true, 40, false, false, 3, 62,
candidate_0, Alaska, true, 26, true, 50, 71, 51, true, 47, true, false, 4, 84,
candidate_0, California, true, 15, true, 66, 71, 51, true, 47, false, false, 4, 84,
candidate_0, Florida, true, 26, true, 40, 71, 51, true, 47, true, false, 4, 84,
candidate_0, Hawaii, false, 15, false, 33, 71, 51, true, 47, unknown, true, 4, 84,
candidate_0, Kansas, true, 15, true, 50, 71, 51, true, 47, false, false, 4, 84,
candidate_1, Alaska, false, 26, false, 40, 78, 9, false, 47, unknown, false, 1, 15,
candidate_1, California, false, 15, false, 33, 78, 9, false, 47, unknown, true, 1, 15,
candidate_1, Florida, false, 26, false, 40, 78, 9, false, 47, unknown, false, 1, 15,
candidate_1, Hawaii, true, 15, false, 33, 78, 9, false, 47, true, false, 1, 15,
candidate_1, Kansas, false, 15, false, 16, 78, 9, false, 47, unknown, true, 1, 15,
candidate_0, Alaska, true, 23, false, 30, 85, 56, true, 34, true, false, 3, 65,
candidate_0, California, false, 11, true, 60, 85, 56, true, 34, unknown, true, 3, 65,
candidate_0, Florida, true, 23, false, 20, 85, 56, true, 34, false, true, 3, 65,
candidate_0, Hawaii, true, 18, true, 50, 85, 56, true, 34, true, false, 3, 65,
candidate_0, Kansas, false, 23, false, 30, 85, 56, true, 34, unknown, false, 3, 65,
candidate_1, Alaska, false, 23, true, 50, 80, 30, false, 34, unknown, false, 2, 34,
candidate_1, California, true, 11, false, 20, 80, 30, false, 34, false, true, 2, 34,
candidate_1, Florida, false, 23, false, 30, 80, 30, false, 34, unknown, true, 2, 34,
candidate_1, Hawaii, false, 18, false, 12, 80, 30, false, 34, unknown, false, 2, 34,
candidate_1, Kansas, true, 23, true, 50, 80, 30, false, 34, true, false, 2, 34,
candidate_0, Alaska, false, 27, false, 10, 88, 33, true, 44, unknown, false, 2, 36,
candidate_0, California, true, 19, true, 42, 88, 33, true, 44, true, false, 2, 36,
candidate_0, Florida, false, 19, true, 57, 88, 33, true, 44, unknown, false, 2, 36,
candidate_0, Hawaii, false, 16, true, 50, 88, 33, true, 44, unknown, false, 2, 36,
candidate_0, Kansas, true, 16, true, 83, 88, 33, true, 44, true, true, 2, 36,
candidate_1, Alaska, true, 27, false, 20, 80, 90, false, 44, false, true, 3, 63,
candidate_1, California, false, 19, false, 28, 80, 90, false, 44, unknown, true, 3, 63,
candidate_1, Florida, true, 19, false, 14, 80, 90, false, 44, true, false, 3, 63,
candidate_1, Hawaii, true, 16, false, 50, 80, 90, false, 44, true, false, 3, 63,
candidate_1, Kansas, false, 16, false, 16, 80, 90, false, 44, unknown, false, 3, 63,
candidate_0, Alaska, true, 13, true, 80, 96, 65, true, 57, true, true, 3, 52,
candidate_0, California, false, 21, false, 37, 96, 65, true, 57, unknown, false, 3, 52,
candidate_0, Florida, true, 26, false, 40, 96, 65, true, 57, true, false, 3, 52,
candidate_0, Hawaii, false, 26, true, 70, 96, 65, true, 57, unknown, false, 3, 52,
candidate_0, Kansas, true, 13, true, 80, 96, 65, true, 57, false, false, 3, 52,
candidate_1, Alaska, false, 13, false, 20, 74, 36, false, 57, unknown, false, 2, 47,
candidate_1, California, true, 21, true, 62, 74, 36, false, 57, false, false, 2, 47,
candidate_1, Florida, false, 26, true, 60, 74, 36, false, 57, unknown, false, 2, 47,
candidate_1, Hawaii, true, 26, false, 20, 74, 36, false, 57, true, false, 2, 47,
candidate_1, Kansas, false, 13, false, 20, 74, 36, false, 57, unknown, false, 2, 47,
candidate_0, Alaska, true, 14, false, 20, 99, 83, true, 48, false, true, 2, 34,
candidate_0, California, false, 17, false, 33, 99, 83, true, 48, unknown, true, 2, 34,
candidate_0, Florida, true, 20, true, 57, 99, 83, true, 48, true, false, 2, 34,
candidate_0, Hawaii, false, 25, true, 66, 99, 83, true, 48, unknown, false, 2, 34,
candidate_0, Kansas, false, 22, true, 50, 99, 83, true, 48, unknown, false, 2, 34,
candidate_1, Alaska, false, 14, false, 40, 79, 14, false, 48, unknown, false, 3, 65,
candidate_1, California, true, 17, true, 50, 79, 14, false, 48, false, false, 3, 65,
candidate_1, Florida, false, 20, false, 28, 79, 14, false, 48, unknown, false, 3, 65,
candidate_1, Hawaii, true, 25, false, 22, 79, 14, false, 48, false, true, 3, 65,
candidate_1, Kansas, true, 22, false, 37, 79, 14, false, 48, true, false, 3, 65,
candidate_0, Alaska, true, 20, false, 37, 68, 84, true, 45, false, true, 3, 62,
candidate_0, California, true, 20, true, 37, 68, 84, true, 45, false, false, 3, 62,
candidate_0, Florida, false, 17, true, 57, 68, 84, true, 45, unknown, false, 3, 62,
candidate_0, Hawaii, true, 22, true, 55, 68, 84, true, 45, true, true, 3, 62,
candidate_0, Kansas, false, 20, true, 37, 68, 84, true, 45, unknown, false, 3, 62,
candidate_1, Alaska, false, 20, true, 62, 98, 72, false, 45, unknown, false, 2, 37,
candidate_1, California, false, 20, false, 37, 98, 72, false, 45, unknown, false, 2, 37,
candidate_1, Florida, true, 17, false, 28, 98, 72, false, 45, false, false, 2, 37,
candidate_1, Hawaii, false, 22, false, 22, 98, 72, false, 45, unknown, false, 2, 37,
candidate_1, Kansas, true, 20, false, 37, 98, 72, false, 45, false, false, 2, 37,
candidate_0, Alaska, false, 28, true, 60, 79, 59, false, 51, unknown, false, 3, 57,
candidate_0, California, false, 14, false, 0, 79, 59, false, 51, unknown, true, 3, 57,
candidate_0, Florida, true, 22, false, 37, 79, 59, false, 51, true, false, 3, 57,
candidate_0, Hawaii, true, 14, false, 40, 79, 59, false, 51, false, true, 3, 57,
candidate_0, Kansas, true, 20, false, 28, 79, 59, false, 51, false, false, 3, 57,
candidate_1, Alaska, true, 28, false, 20, 79, 89, true, 51, true, false, 2, 42,
candidate_1, California, true, 14, true, 100, 79, 89, true, 51, false, true, 2, 42,
candidate_1, Florida, false, 22, true, 50, 79, 89, true, 51, unknown, false, 2, 42,
candidate_1, Hawaii, false, 14, true, 60, 79, 89, true, 51, unknown, true, 2, 42,
candidate_1, Kansas, false, 20, true, 57, 79, 89, true, 51, unknown, false, 2, 42,
candidate_0, Alaska, false, 22, true, 50, 98, 10, false, 48, unknown, false, 1, 22,
candidate_0, California, false, 15, false, 14, 98, 10, false, 48, unknown, false, 1, 22,
candidate_0, Florida, false, 17, false, 12, 98, 10, false, 48, unknown, true, 1, 22,
candidate_0, Hawaii, false, 22, false, 40, 98, 10, false, 48, unknown, false, 1, 22,
candidate_0, Kansas, true, 22, true, 40, 98, 10, false, 48, true, false, 1, 22,
candidate_1, Alaska, true, 22, false, 50, 89, 98, true, 48, true, true, 4, 77,
candidate_1, California, true, 15, true, 71, 89, 98, true, 48, false, true, 4, 77,
candidate_1, Florida, true, 17, false, 37, 89, 98, true, 48, false, false, 4, 77,
candidate_1, Hawaii, true, 22, true, 50, 89, 98, true, 48, false, false, 4, 77,
candidate_1, Kansas, false, 22, false, 40, 89, 98, true, 48, unknown, false, 4, 77,
candidate_0, Alaska, true, 20, false, 37, 98, 80, false, 48, false, false, 4, 82,
candidate_0, California, true, 20, false, 37, 98, 80, false, 48, true, false, 4, 82,
candidate_0, Florida, true, 15, true, 50, 98, 80, false, 48, true, false, 4, 82,
candidate_0, Hawaii, true, 25, true, 50, 98, 80, false, 48, true, false, 4, 82,
candidate_0, Kansas, false, 17, true, 42, 98, 80, false, 48, unknown, false, 4, 82,
candidate_1, Alaska, false, 20, true, 62, 88, 97, true, 48, unknown, true, 1, 17,
candidate_1, California, false, 20, true, 50, 88, 97, true, 48, unknown, true, 1, 17,
candidate_1, Florida, false, 15, false, 33, 88, 97, true, 48, unknown, false, 1, 17,
candidate_1, Hawaii, false, 25, false, 50, 88, 97, true, 48, unknown, true, 1, 17,
candidate_1, Kansas, true, 17, false, 42, 88, 97, true, 48, false, true, 1, 17,
